"","A01w","A05w","A22w","A29w","A31w","A32w","A39w","A56w","A73w","A75w","A78w","E00w","E01w","E06w","E11w","E17w","E37w","E38w","E51w","E79w","J00w","J06w","J12w","J16w","J17w","J34w","J35w","J39w","T13b","T13w","T15w","T90b","Y26b"
"A78w",0.0201219989556357,0.31103013823535,0.0960899120291007,0.0062212433872635,0.00408753588151087,0.00602587629124387,0.00569254486740539,0.00570494109275015,0.246435325541386,0.00407028488434794,0,0.0057013565942895,0.00570147281505341,0.00603919361509467,0.0808492586619388,0.00604090943350805,0.0986278863908598,0.372633492836925,0.00568203756118613,0.00569242254304423,0.00569499125009391,0.0969142289781103,0.0951640094833387,0.00570913727313646,0.00410507494716127,0.00569571664058733,0.00569165566166002,0.0746400960293469,0.00798909159946615,0.00546021999489636,0.199296128905865,0.148704522167904,0.00407043272550981
"E00w",0.00582188329503842,0.00570070733158966,0.00569317612664706,0.0130316368169902,0.00361689830840298,0.0173088896967026,0.101235940088618,0.160362952986435,0.00570095008263003,0.00360786538276974,0.0057013565942895,0,0.0852175837598925,0.0170752270622333,0.0056892203499459,0.017028776639473,0.00569406451621843,0.0057020156619113,0.0596598500731948,0.0996302525165162,0.120552450242657,0.00569219907949654,0.00570758576850482,0.108703398064078,0.00364238877727468,0.127041983935461,0.0758855277971166,0.00568713342461376,0.00465564660763402,0.00689068042950006,0.00570203202249369,0.00569749120483834,0.00360856055561849
"E01w",0.00582296297921277,0.00570082666958167,0.0056932661669441,0.0131088274258265,0.00361930713184306,0.0173938048137635,0.0733554482782626,0.0825464708708413,0.00570107286369281,0.00361026780401126,0.00570147281505341,0.0852175837598925,0,0.0171440615295631,0.00568930372381908,0.0170981896981107,0.00569415314269412,0.0057021323884174,0.0679751635122484,0.0719756545340778,0.0803591333086716,0.0056922987550315,0.00570773883719141,0.0815527700165127,0.00364488561027768,0.0841631439574066,0.0970308364891873,0.00568721110005823,0.00465515666467346,0.006912886137878,0.0057021582783641,0.00569760004666446,0.00361096610654764
"E06w",0.00618854285119481,0.00603844396673998,0.0060292983957778,0.0187800852601657,0.00368459011909928,0.0796970661714722,0.0168374097413431,0.01716779700977,0.00603875600598051,0.00367477435002681,0.00603919361509467,0.0170752270622333,0.0171440615295631,0,0.00602455659281463,0.213963136115143,0.00603034320092574,0.00603997993202985,0.0166612215132156,0.0168305429831811,0.0169099151558449,0.00602820550582402,0.006046846619451,0.0172893313235772,0.00371066977646888,0.0169341295089003,0.0168864896995832,0.00602204020106996,0.00483027485472028,0.00708420477125338,0.00604006501295706,0.00603455207801455,0.00367546774318455
"E11w",0.0195827662446385,0.0813219917201126,0.147828190996023,0.00620451895370313,0.00408662528576356,0.0060113061619801,0.00568046957304132,0.00569278299080865,0.0795133516134673,0.0040693660282094,0.0808492586619388,0.0056892203499459,0.00568930372381908,0.00602455659281463,0,0.00602625538894006,0.136109685426278,0.0791326813386119,0.00566998108317749,0.00568034979239359,0.00568289560172733,0.140083938926236,0.0621535026667125,0.00569694857087022,0.00410401643292135,0.00568361373114927,0.00567954912585967,0.194211594028391,0.00802659761677831,0.00544790302187819,0.0761498621317104,0.0960332869841206,0.00406950804507771
"E17w",0.00619052570067712,0.00604015962499759,0.00603100210893906,0.0188519188555068,0.00368513404606395,0.0787821896415559,0.0167928646162566,0.0171204875747657,0.00604047243504305,0.00367531365231179,0.00604090943350805,0.017028776639473,0.0170981896981107,0.213963136115143,0.00602625538894006,0,0.00603204756948706,0.00604169647949179,0.0166197678479414,0.0167859986332418,0.0168649064242758,0.00602990974628662,0.00604857428030838,0.0172410652578745,0.00371122431370419,0.0168890018814508,0.0168428042991001,0.00602373606890391,0.00483108338949335,0.00708698706511997,0.00604178304667026,0.00603626294363051,0.0036760073043412
"E37w",0.0197330652394038,0.0986119738171615,0.312392250372052,0.00621093155067633,0.00408638710632995,0.00601705893360923,0.00568529062628653,0.00569763611479841,0.0950618800627284,0.00406913785570007,0.0986278863908598,0.00569406451621843,0.00569415314269412,0.00603034320092574,0.136109685426278,0.00603204756948706,0,0.0957630631818177,0.00567478294552861,0.00568517026083154,0.0056877236012563,0.172157874550762,0.0686874234142564,0.00570181296834904,0.00410382375992004,0.00568844398097812,0.00568437362848306,0.112071834852922,0.00801267714636848,0.00545187690787815,0.0895721480934817,0.127871801092964,0.00406928188455285
"E38w",0.0201415489102475,0.253778912836451,0.0933276063531733,0.00622210976056574,0.00408748546190286,0.00602665779254019,0.00569320081229836,0.00570560138958246,0.231323163864291,0.00407023602812217,0.372633492836925,0.0057020156619113,0.0057021323884174,0.00603997993202985,0.0791326813386119,0.00604169647949179,0.0957630631818177,0,0.0056826905718332,0.00569307841967866,0.00569564811160679,0.0938594512382268,0.0974483269512782,0.00570979908379477,0.00410503028183509,0.00569637379188511,0.00569231183477276,0.0732843198528377,0.00798726203237482,0.00546073354060386,0.208697957404615,0.138340415103213,0.00407038413247402
"E51w",0.00580264855776358,0.00568139911156829,0.00567390549972297,0.0129302201584719,0.00361676361081172,0.0168975588404492,0.0648704539177195,0.0564877257371525,0.00568164400067237,0.0036077668804074,0.00568203756118613,0.0596598500731948,0.0679751635122484,0.0166612215132156,0.00566998108317749,0.0166197678479414,0.00567478294552861,0.0056826905718332,0,0.0640550814927874,0.0652982000281606,0.005672951299815,0.00568825249548314,0.0541062982099502,0.00364236282846282,0.0658687529951144,0.0931071529644438,0.00566790776652831,0.00464440005486956,0.00691364320604007,0.00568271954677902,0.00567820175120977,0.00360846727739791
"E79w",0.00581219851095374,0.00569177568107212,0.00568428572843819,0.0129245853150094,0.00361484754026454,0.0170536357619372,0.360088368086274,0.0853042171721499,0.00569201658931771,0.0036058363535826,0.00569242254304423,0.0996302525165162,0.0719756545340778,0.0168305429831811,0.00568034979239359,0.0167859986332418,0.00568517026083154,0.00569307841967866,0.0640550814927874,0,0.158815489481595,0.00568331125392533,0.0056986149810224,0.0735459066008285,0.00364031497908699,0.136960369309906,0.0773198538227022,0.00567827377727057,0.00465090897881163,0.00688286739726191,0.00569309274965867,0.00568857676175461,0.00360653132461208
"J00w",0.00581512119534061,0.00569434415385661,0.00568683817174451,0.0129659968861677,0.00361578395600814,0.017138192317517,0.172528241369005,0.0964339816449884,0.00569458608734494,0.00360676563683567,0.00569499125009391,0.120552450242657,0.0803591333086716,0.0169099151558449,0.00568289560172733,0.0168649064242758,0.0056877236012563,0.00569564811160679,0.0652982000281606,0.158815489481595,0,0.005685864358137,0.00570119952093576,0.0808230226149707,0.00364127078277578,0.269035014906948,0.0835131684201575,0.0056808156441563,0.00465219087882919,0.00688832234277117,0.00569566440218079,0.00569113879809623,0.00360746112132307
"J06w",0.0197761725682167,0.0984413262757034,0.196955478416135,0.00620889551194436,0.00408749358164801,0.00601494622185856,0.00568343210979189,0.0056957668236886,0.0955861745262538,0.00407022914060417,0.0969142289781103,0.00569219907949654,0.0056922987550315,0.00602820550582402,0.140083938926236,0.00602990974628662,0.172157874550762,0.0938594512382268,0.005672951299815,0.00568331125392533,0.005685864358137,0,0.0691669551854687,0.00569994088080039,0.00410493559806655,0.00568658494581084,0.0056825287943995,0.11434955098272,0.00801611730026646,0.00545192410951486,0.0899167290324064,0.127764149344121,0.00407037292391855
"J12w",0.0205857013688438,0.0957226724864428,0.0679996214857667,0.00623049570120037,0.00408950900645877,0.00603351322708158,0.00569873970547696,0.00571118087673511,0.0993286112961031,0.00407224553227415,0.0951640094833387,0.00570758576850482,0.00570773883719141,0.006046846619451,0.0621535026667125,0.00604857428030838,0.0686874234142564,0.0974483269512782,0.00568825249548314,0.0056986149810224,0.00570119952093576,0.0691669551854687,0,0.00571539513753497,0.00410715836561897,0.00570193028328552,0.00569788948356516,0.0592238388989869,0.00796720294111408,0.005468939008152,0.107016023457619,0.0812942676431743,0.00407239716637729
"J16w",0.00583023069922734,0.00570848562101002,0.00570092107457066,0.0131192145570674,0.00361845537882443,0.0175312429949151,0.0741104511459638,0.144423186564886,0.00570872966271909,0.00360940412012268,0.00570913727313646,0.108703398064078,0.0815527700165127,0.0172893313235772,0.00569694857087022,0.0172410652578745,0.00570181296834904,0.00570979908379477,0.0541062982099502,0.0735459066008285,0.0808230226149707,0.00569994088080039,0.00571539513753497,0,0.00364395756435285,0.0831159801873399,0.066355906858857,0.00569485263684217,0.00465981853722006,0.00689535629343203,0.00570981633249169,0.00570525542595765,0.0036100991719498
"J17w",0.00415739538518395,0.00410540345676666,0.00410404777379446,0.00378521292208147,0.0246697491240456,0.00371071605262798,0.00364047233527942,0.00364293702850465,0.00410564323904946,0.0244025569651812,0.00410507494716127,0.00364238877727468,0.00364488561027768,0.00371066977646888,0.00410401643292135,0.00371122431370419,0.00410382375992004,0.00410503028183509,0.00364236282846282,0.00364031497908699,0.00364127078277578,0.00410493559806655,0.00410715836561897,0.00364395756435285,0,0.00364160152924517,0.00364317694956591,0.00410382438806712,0.00408778265127146,0.00414659621640385,0.00410577723943221,0.0041049876344645,0.0248196065570663
"J34w",0.00581597015242004,0.00569506955583461,0.00568755833406439,0.0129795937934968,0.00361610706520597,0.0171642753825478,0.145926991358476,0.099608659416295,0.00569531186342644,0.00360708658151352,0.00569571664058733,0.127041983935461,0.0841631439574066,0.0169341295089003,0.00568361373114927,0.0168890018814508,0.00568844398097812,0.00569637379188511,0.0658687529951144,0.136960369309906,0.269035014906948,0.00568658494581084,0.00570193028328552,0.0831159801873399,0.00364160152924517,0,0.0861478450004254,0.00568153252232904,0.00465253910804174,0.00689040661756133,0.00569639087101567,0.00569186212764549,0.00360778228810369
"J35w",0.00581253446532725,0.00569101285743527,0.00568349121623781,0.0130055614967527,0.00361760348833839,0.0171268535376702,0.0791181762855711,0.0702976172807285,0.00569125779335129,0.00360858671687192,0.00569165566166002,0.0758855277971166,0.0970308364891873,0.0168864896995832,0.00567954912585967,0.0168428042991001,0.00568437362848306,0.00569231183477276,0.0931071529644438,0.0773198538227022,0.0835131684201575,0.0056825287943995,0.00569788948356516,0.066355906858857,0.00364317694956591,0.0861478450004254,0,0.0056774672386633,0.00464982351143726,0.00690938016062524,0.00569233762231103,0.00568780283099619,0.00360928552368793
"J39w",0.0194926896274423,0.0750196393814787,0.11787790638414,0.00620164315299851,0.00408645892426629,0.00600880119039897,0.0056783931179949,0.00569069231590131,0.073604223885782,0.00406919836318862,0.0746400960293469,0.00568713342461376,0.00568721110005823,0.00602204020106996,0.194211594028391,0.00602373606890391,0.112071834852922,0.0732843198528377,0.00566790776652831,0.00567827377727057,0.0056808156441563,0.11434955098272,0.0592238388989869,0.00569485263684217,0.00410382438806712,0.00568153252232904,0.0056774672386633,0,0.00803313073054866,0.00544577478117138,0.070911547453642,0.0860932793018688,0.00406933937258221
"T13b",0.00755098114762475,0.0079903684878837,0.0080148771398519,0.00491298662995679,0.0040848214300583,0.00482304228841294,0.00465094472954522,0.00465760895269393,0.00798921768165809,0.00406614791251673,0.00798909159946615,0.00465564660763402,0.00465515666467346,0.00483027485472028,0.00802659761677831,0.00483108338949335,0.00801267714636848,0.00798726203237482,0.00464440005486956,0.00465090897881163,0.00465219087882919,0.00801611730026646,0.00796720294111408,0.00465981853722006,0.00408778265127146,0.00465253910804174,0.00464982351143726,0.00803313073054866,0,0.00455211939970289,0.00798582845492235,0.00800050626760301,0.00406570165196001
"T13w",0.00565936525203538,0.00546015018796439,0.00545143512854319,0.00752009676037841,0.00410180942599067,0.00710160326102118,0.00688412418949449,0.00689127855100659,0.00546073241379273,0.00409141352271002,0.00546021999489636,0.00689068042950006,0.006912886137878,0.00708420477125338,0.00544790302187819,0.00708698706511997,0.00545187690787815,0.00546073354060386,0.00691364320604007,0.00688286739726191,0.00688832234277117,0.00545192410951486,0.005468939008152,0.00689535629343203,0.00414659621640385,0.00689040661756133,0.00690938016062524,0.00544577478117138,0.00455211939970289,0,0.00546189454065415,0.00545667344194848,0.00409279222415735
"T15w",0.0202213572941238,0.21400724596109,0.0880084120776166,0.00622244657850273,0.00408821563473346,0.00602675148936278,0.00569321566479697,0.00570561748133788,0.264577768241136,0.00407095809135617,0.199296128905865,0.00570203202249369,0.0057021582783641,0.00604006501295706,0.0761498621317104,0.00604178304667026,0.0895721480934817,0.208697957404615,0.00568271954677902,0.00569309274965867,0.00569566440218079,0.0899167290324064,0.107016023457619,0.00570981633249169,0.00410577723943221,0.00569639087101567,0.00569233762231103,0.070911547453642,0.00798582845492235,0.00546189454065415,0,0.124775995259123,0.00407110658980888
"T90b",0.0199717397180952,0.152875405621205,0.124081320651212,0.00621601697447383,0.00408749011839325,0.00602125892274355,0.00568869844443635,0.00570106863756313,0.141398414932105,0.00407023375731886,0.148704522167904,0.00569749120483834,0.00569760004666446,0.00603455207801455,0.0960332869841206,0.00603626294363051,0.127871801092964,0.138340415103213,0.00567820175120977,0.00568857676175461,0.00569113879809623,0.127764149344121,0.0812942676431743,0.00570525542595765,0.0041049876344645,0.00569186212764549,0.00568780283099619,0.0860932793018688,0.00800050626760301,0.00545667344194848,0.124775995259123,0,0.00407037987276891
"Y26b",0.00411995113090704,0.00407075583239488,0.00406950590785685,0.00374782374558447,0.0412479919907923,0.00367546879382793,0.00360668333611611,0.00360910132496666,0.00407098580946005,0.121029561803505,0.00407043272550981,0.00360856055561849,0.00361096610654764,0.00367546774318455,0.00406950804507771,0.0036760073043412,0.00406928188455285,0.00407038413247402,0.00360846727739791,0.00360653132461208,0.00360746112132307,0.00407037292391855,0.00407239716637729,0.0036100991719498,0.0248196065570663,0.00360778228810369,0.00360928552368793,0.00406933937258221,0.00406570165196001,0.00409279222415735,0.00407110658980888,0.00407037987276891,0
