local_identifier,tag_id,timestamp,dateOnly,ground_speed,individual_id,tag_local_identifier,location_long,location_lat,geometry,period,dist_to_carcass
Y27b,1264170592,2024-05-01T11:49:23Z,2024-05-01,20.8333333333333,1267616282,202400,34.8321723937988,30.8308067321777,"c(675232.619823787, 3412287.52930863)",2024-05-01 11:36:00,3851.9981143928662
Y27b,1264170592,2024-05-01T11:59:22Z,2024-05-01,17.5,1267616282,202400,34.7947807312012,30.8236198425293,"c(671668.63391884, 3411432.83599722)",2024-05-01 11:56:00,4561.673312285375
Y27b,1264170592,2024-05-01T12:09:30Z,2024-05-01,0.277777777777778,1267616282,202400,34.7686271667481,30.8291320800781,"c(669157.025487013, 3412003.9747721)",2024-05-01 11:56:00,5584.793348395485
Y27b,1264170592,2024-05-01T12:19:27Z,2024-05-01,0,1267616282,202400,34.7671699523926,30.829029083252,"c(669017.812326749, 3411990.35291747)",2024-05-01 12:16:00,5699.468843446398
Y27b,1264170592,2024-05-01T12:29:31Z,2024-05-01,0.833333333333333,1267616282,202400,34.7681732177734,30.8292369842529,"c(669113.417830486, 3412014.91606073)",2024-05-01 12:16:00,5610.6922481752135
Y27b,1264170592,2024-05-01T12:39:29Z,2024-05-01,0,1267616282,202400,34.7675285339356,30.8287715911865,"c(669052.564804654, 3411962.35299304)",2024-05-01 12:36:00,5691.102632057361
Y27b,1264170592,2024-05-01T12:49:39Z,2024-05-01,0.277777777777778,1267616282,202400,34.7668876647949,30.8289165496826,"c(668991.00654041, 3411977.45194436)",2024-05-01 12:36:00,5728.2856265196515
Y27b,1264170592,2024-05-01T12:59:36Z,2024-05-01,0.277777777777778,1267616282,202400,34.7677917480469,30.8283939361572,"c(669078.405458838, 3411920.88912677)",2024-05-01 12:56:00,5698.635188322038
Y27b,1264170592,2024-05-01T13:09:30Z,2024-05-01,0.555555555555556,1267616282,202400,34.7667655944824,30.8282852172852,"c(668980.435798737, 3411907.28580941)",2024-05-01 12:56:00,5781.710403715814
Y27b,1264170592,2024-05-01T13:19:56Z,2024-05-01,0.277777777777778,1267616282,202400,34.7664756774902,30.8284301757813,"c(668952.448833581, 3411922.91572555)",2024-05-01 13:16:00,5792.915128243856
Y27b,1264170592,2024-05-01T13:29:25Z,2024-05-01,0,1267616282,202400,34.7666702270508,30.8282699584961,"c(668971.339833599, 3411905.45021018)",2024-05-01 13:16:00,5789.820326655036
Y27b,1264170592,2024-05-01T13:39:28Z,2024-05-01,0,1267616282,202400,34.7665710449219,30.8279113769531,"c(668962.480462074, 3411865.55242812)",2024-05-01 13:36:00,5822.504611303807
Y27b,1264170592,2024-05-01T13:49:26Z,2024-05-01,0,1267616282,202400,34.7666358947754,30.8283977508545,"c(668967.831757827, 3411919.56374628)",2024-05-01 13:36:00,5783.344969427126
