period,period_start,simplex_id,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15
113,2024-05-04 09:56:00,2,J34w,E34w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2024-05-04 09:56:00,3,J39w,Y26b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2024-05-04 09:56:00,4,A19w,T76w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2024-05-04 09:56:00,5,A29w,A29w,Y27b,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2024-05-04 09:56:00,6,A29w,E01w,Y27b,E12w,E11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2024-05-04 10:16:00,1,A19w,T76w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2024-05-04 10:16:00,2,T15w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2024-05-04 10:16:00,3,T15w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2024-05-04 10:16:00,4,A73w,A29w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2024-05-04 10:16:00,5,A29w,A73w,Y27b,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2024-05-04 10:16:00,6,Y27b,A56w,E01w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,1,T76w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,2,A58w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,3,A73w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,4,E00w,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,5,E79w,J35w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,6,J39w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,7,T76w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,8,E54w,A31w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,9,J35w,E79w,T79w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,10,A32w,A29w,Y27b,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2024-05-04 10:36:00,11,E45w,A32w,E11w,A78w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,1,T76w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,2,A19w,T76w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,3,A31w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,4,A39w,E38w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,5,A56w,E45w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,6,A56w,E17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,7,E12w,E41w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,8,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,9,T79w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,10,T79w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,11,T13b,J16w,T13b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,12,E79w,E79w,J35w,J35w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,13,E45w,E11w,E41w,A78w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2024-05-04 10:56:00,14,E45w,E11w,E41w,J17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,1,A73w,A19w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,2,A19w,T76w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,3,A29w,E11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,4,A32w,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,5,A39w,E38w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,6,E41w,E45w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,7,E41w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,8,J39w,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,9,J17w,A56w,E45w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2024-05-04 11:16:00,10,T79w,E79w,T90b,T90b,J35w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,1,Y27b,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,2,E13w,E17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,3,E79w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,4,J00w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,5,J35w,T79w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,6,J11w,A52w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,7,E79w,J35w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2024-05-04 11:36:00,8,T79w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2024-05-04 11:56:00,1,T90b,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2024-05-04 11:56:00,2,A32w,E00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2024-05-04 11:56:00,3,J35w,J35w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2024-05-04 11:56:00,4,T18w,A52w,T18w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2024-05-04 11:56:00,5,E15w,E12w,J11w,J00w,E52w,E13w,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2024-05-04 11:56:00,6,E12w,A78w,J11w,J00w,J00w,E52w,E13w,E12w,A78w,NA,NA,NA,NA,NA,NA
120,2024-05-04 12:16:00,1,Y27b,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2024-05-04 12:16:00,2,E13w,J35w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2024-05-04 12:16:00,3,E15w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2024-05-04 12:16:00,4,E52w,A78w,Y27b,J11w,E11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2024-05-04 12:16:00,5,J00w,A78w,Y27b,J11w,E52w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2024-05-04 12:16:00,6,E52w,A78w,Y27b,J11w,E11w,A78w,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2024-05-04 12:36:00,1,A75w,T14w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2024-05-04 12:36:00,2,E11w,T79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2024-05-04 12:56:00,1,A31w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2024-05-04 12:56:00,2,E17w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,2024-05-04 13:16:00,1,T15w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,2024-05-04 13:16:00,2,J39w,A58w,T15w,E06w,E06w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,1,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,2,T13w,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,3,E11w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,4,Y27b,J00w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,5,A31w,E01w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,6,E41w,T76w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2024-05-04 13:36:00,7,E41w,A16w,T90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,1,T90b,T18w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,2,T90b,J17w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,3,T90b,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,4,Y27b,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,5,E12w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,6,A03w,J16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,7,J00w,J11w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,8,A31w,A01w,E54w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2024-05-04 13:56:00,9,Y27b,J00w,J11w,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2024-05-04 14:16:00,1,T13w,E01w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2024-05-04 14:16:00,2,A39w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2024-05-04 14:16:00,3,T18w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2024-05-04 14:36:00,1,E00w,E13w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2024-05-04 14:36:00,2,J11w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,2024-05-04 15:16:00,1,A10w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,2024-05-04 15:16:00,2,E45w,E79w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,2024-05-05 05:36:00,1,A10w,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,2024-05-05 05:56:00,1,T90b,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,2024-05-05 05:56:00,2,A57w,A57w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2024-05-05 06:36:00,1,A19w,E12w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2024-05-05 06:36:00,2,E38w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2024-05-05 06:36:00,3,J11w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2024-05-05 06:36:00,4,J00w,Y27b,E15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2024-05-05 06:36:00,5,J00w,Y27b,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2024-05-05 06:56:00,1,E34w,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2024-05-05 06:56:00,2,Y27b,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2024-05-05 06:56:00,3,J11w,A56w,J00w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2024-05-05 07:16:00,1,J11w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2024-05-05 07:16:00,2,J16w,A29w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2024-05-05 07:16:00,3,A56w,E15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2024-05-05 07:16:00,4,J34w,T99b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2024-05-05 07:16:00,5,J11w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,2024-05-05 07:36:00,1,Y27b,J11w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,2024-05-05 07:36:00,2,A58w,J39w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,2024-05-05 07:36:00,3,J11w,Y27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,2024-05-05 07:36:00,4,J39w,T15w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,2024-05-05 07:56:00,1,E00w,A16w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,2024-05-05 08:56:00,1,A16w,A73w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,2024-05-05 09:36:00,1,E15w,A32w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
